record_id,Tarih,Ýþ Emri No,Ýþ Merkezi No,Ýþmerkezi Adý,Ýþ Ýstasyon Adý,Stok Adý,Vardiya,A (Kullanýlýrlýk),P (Performans),Q (Kalite),OEE,Çalýþma Süresi,Duruþ Süresi,Planlý Duruþ Süresi,Plansýz Duruþ Süresi,Üretilen Miktar,Hatalý Üretilen Miktar
134,9/16/2025,3021212482,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Upper Trim,1,0.0,0.0,0.0,0.0,227.51,145.74,31.38,114.36,0,0
135,9/10/2025,,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,2,65.53,83.35,97.35,53.17,196.08,113.13,10.01,103.12,566,15
136,12/19/2025,3021593302,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,K131 Side Skirt LH,3,0.0,0.0,0.0,0.0,394.79,69.63,19.31,50.32,0,0
137,12/18/2025,3026212643,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V363 BEV Base GOR SUBASSY,3,87.59,104.67,99.31,91.05,312.46,61.77,17.5,44.27,873,6
138,11/9/2025,3026812025,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding LH,1,89.86,88.46,97.23,77.28,400.09,89.43,44.28,45.15,541,15
139,10/29/2025,3022424426,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base MIC Black Upper,3,68.97,97.31,-120.59,-80.93,218.72,102.89,4.49,98.4,34,75
140,9/14/2025,3023607356,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,2,86.6,110.8,0.0,0.0,315.16,80.94,32.16,48.78,0,0
141,10/2/2025,3026968373,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,1,92.34,79.06,98.74,72.08,376.38,90.66,59.44,31.22,712,9
142,10/18/2025,3022409947,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Lower Bumper Unpainted,2,0.0,0.0,0.0,0.0,446.05,68.83,59.83,9.0,0,0
143,10/25/2025,3023899223,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,1,82.92,98.88,98.12,80.45,259.74,62.44,8.92,53.52,640,12
144,11/9/2025,3021327658,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,K131 Side Skirt LH,3,0.0,0.0,0.0,0.0,284.14,94.42,29.08,65.34,0,0
145,9/13/2025,3025158351,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner FR,3,79.11,111.88,97.59,86.36,416.72,113.42,3.35,110.07,580,14
146,11/29/2025,,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,93.83,83720.31,99.18,77905.8,343.3,81.87,59.28,22.59,730,6
147,10/12/2025,3021999183,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Front Bumper Lower,3,95.76,95.89,99.85,91.7,384.36,23.66,6.66,17.0,686,1
148,10/11/2025,3023922635,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,D544 Upper Trim,3,0.0,0.0,0.0,0.0,408.23,62.13,35.34,26.79,0,0
149,9/29/2025,3022746679,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,2,93.28,83.71,99.76,77.89,396.15,87.5,58.94,28.56,-10,3
150,10/27/2025,3028040612,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch RR,2,91.18,106.18,98.28,95.14,435.71,64.67,22.52,42.15,1276,22
151,9/21/2025,3022258331,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,82.71,38136.46,99.58,31408.77,352.27,102.6,28.96,73.64,1178,5
152,11/13/2025,3029236745,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Lower,2,94.51,99.25,-46.34,-43.47,181.11,59.95,49.43,10.52,82,120
153,10/18/2025,3027399588,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Rear Bumper Cover,2,78.52,106.46,99.55,83.22,192.94,68.57,15.8,52.77,448,2
154,11/8/2025,3028966231,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,CX430 Lower Grille,2,84.91,79.18,98.56,66.27,266.67,98.62,51.24,47.38,624,9
155,11/27/2025,3028304686,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt RH,3,75.73,102.72,99.85,77.68,222.88,90.59,19.18,71.41,664,1
156,9/20/2025,3023486379,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,78.01,145578.84,99.3,112764.54,399.93,168.26,55.5,112.76,428,3
157,12/23/2025,3026561547,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Lower,3,90.79,89.49,99.14,80.55,317.81,54.58,22.35,32.23,935,8
158,11/17/2025,3022497984,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,1,90.1,95.56,99.88,86.0,444.9,77.93,29.07,48.86,805,1
159,9/8/2025,3025185752,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Air Deflector,1,0.0,0.0,0.0,0.0,112.15,101.0,16.44,84.56,0,0
160,10/7/2025,3021460542,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Lower,1,82.04,85.53,99.5,69.82,427.61,106.44,12.86,93.58,601,3
161,11/17/2025,3026124763,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,2,88.57,88.27,98.19,76.77,426.96,68.17,13.09,55.08,941,17
162,10/14/2025,3025638619,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,74.98,282484.15,97.73,206995.43,255.73,138.87,53.54,85.33,308,7
163,10/20/2025,3021592554,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,91.01,107167.61,98.67,96228.95,416.64,83.98,42.8,41.18,1051,14
164,11/27/2025,3026630978,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,CX430 Lower Grille,2,70.07,108.15,98.41,74.58,244.77,129.8,25.23,104.57,441,7
165,11/7/2025,3026005578,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Lower,1,90.14,97.36,98.74,86.66,219.84,48.59,24.55,24.04,714,9
166,9/22/2025,3023658100,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,K131 Side Skirt LH,1,80.69,92.59,100.0,74.71,217.53,77.81,25.76,52.05,454,0
167,12/22/2025,3026777230,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,1,80.48,106.01,99.14,84.59,291.23,80.66,10.02,70.64,467,4
168,12/27/2025,3027767788,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,1,96.13,98.05,98.98,93.29,390.88,59.78,44.04,15.74,491,5
169,11/28/2025,3022942630,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,2,87.68,84.99,100.0,74.52,215.84,72.44,42.11,30.33,572,0
170,12/10/2025,3022782809,,INJECTION  EXTERIORS,IMM-4000-1,CX430 Skid Plate,3,0.0,0.0,0.0,0.0,237.93,62.95,31.39,31.56,0,0
171,9/12/2025,3029584991,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Underbody Panel,3,0.0,0.0,0.0,0.0,65.52,44.58,13.87,30.71,0,0
172,9/22/2025,3026514013,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Air Deflector,3,74.56,89.65,98.95,66.14,257.81,110.33,22.36,87.97,285,3
173,12/18/2025,3023674211,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch RR,3,82.42,98.78,98.17,79.92,319.98,94.56,26.29,68.27,929,17
174,9/2/2025,3029804983,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Underbody Panel,3,68.11,95.65,98.16,63.95,244.96,167.08,52.39,114.69,651,12
175,11/4/2025,3028873361,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,77.37,142937.12,99.47,110001.48,201.71,73.45,14.45,59.0,188,1
176,9/14/2025,3027768594,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Lower,3,77.39,110.75,97.43,83.5,339.24,146.62,47.51,99.11,855,22
177,12/1/2025,3027095071,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base MIC Black Upper,1,93.77,106.22,99.19,98.79,400.2,47.09,20.48,26.61,1362,11
178,12/29/2025,3027591709,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,1,96.77,109.51,98.32,104.19,387.87,37.8,24.87,12.93,1187,20
179,11/1/2025,3029528410,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,D544 Upper Trim,3,70.19,100.36,99.11,69.81,230.36,104.04,6.21,97.83,561,5
180,11/17/2025,3029594877,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt RH,3,90.0,96.82,99.57,86.76,338.86,81.88,44.21,37.67,469,2
181,12/7/2025,3026909569,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Splash Shield,3,81.19,103.43,99.15,83.26,345.49,105.11,25.05,80.06,1061,9
182,12/17/2025,3022040738,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,3,65.97,107.51,97.54,69.18,189.37,103.83,6.15,97.68,529,13
183,11/27/2025,3026245463,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 BEV/PHEV MIC White Lower,1,94.2,107.26,99.37,100.39,395.66,76.5,52.13,24.37,789,5
184,9/23/2025,3029620919,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch FR,1,82.0,97.86,99.12,79.53,304.27,74.59,7.8,66.79,452,4
185,10/16/2025,3022222736,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Tow Hook Cover,1,87.99,83.42,98.84,72.55,457.53,109.65,47.18,62.47,1036,12
186,11/23/2025,3021147701,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Lower Valance,2,74.02,99.12,98.0,71.9,309.24,145.36,36.82,108.54,1048,21
187,10/28/2025,3029167227,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner RR,3,0.0,0.0,0.0,0.0,153.85,118.56,56.89,61.67,0,0
188,9/10/2025,3023579573,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Air Deflector,3,96.34,105.0,-155.88,-157.69,276.2,13.76,3.26,10.5,34,87
189,11/14/2025,3021763646,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding RH,3,69.06,80.94,98.84,55.25,210.78,112.51,18.08,94.43,604,7
190,11/26/2025,3027260091,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Sensor Bracket,3,97.78,91.4,-62.22,-55.61,221.0,39.37,34.36,5.01,45,73
191,12/19/2025,3021912484,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,90.68,230449.12,98.61,206070.65,339.4,38.92,4.04,34.88,936,13
192,10/17/2025,3026307189,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Rear Bumper Cover,1,74.18,99.79,99.04,73.31,270.83,137.01,42.73,94.28,418,4
193,12/15/2025,3023348838,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,CX430 Skid Plate,2,83.93,108.33,98.11,89.2,392.73,118.84,43.65,75.19,1215,23
194,12/24/2025,3025882155,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,3,87.33,100.53,97.63,85.71,328.02,77.74,30.13,47.61,1013,24
195,10/16/2025,3021678132,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,X590 Diffuser,2,88.63,100.73,97.79,87.3,247.21,45.76,14.04,31.72,543,12
196,11/14/2025,3023916715,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,2,78.48,95.57,97.3,72.98,285.94,128.53,50.13,78.4,519,14
197,11/22/2025,3025711201,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,1,0.0,0.0,0.0,0.0,225.63,121.26,49.02,72.24,0,0
198,12/24/2025,3023463987,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,2,87.83,110.95,97.43,94.95,447.51,86.33,24.33,62.0,1128,29
199,11/14/2025,3024051509,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,74.71,73214.95,99.35,54342.32,256.71,107.46,20.56,86.9,614,4
200,11/4/2025,3022971598,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,3,75.05,108.5,98.09,79.87,217.8,122.07,49.65,72.42,629,12
201,12/7/2025,3022639417,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,2,91.94,87.63,-7400.0,-5962.21,318.37,79.44,51.54,27.9,1,75
202,10/4/2025,3029994347,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA-2-S-FR-Lower Bumper Unpainted,2,0.0,0.0,0.0,0.0,357.45,142.87,23.85,119.02,0,0
203,12/10/2025,3023714471,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,3,87.94,101.7,99.63,89.1,296.16,73.64,33.03,40.61,802,3
204,10/20/2025,3027721705,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Hood Seal,3,0.0,0.0,0.0,0.0,263.08,119.07,3.45,115.62,0,0
205,11/23/2025,3021004819,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V363 BEV Base GOR SUBASSY,2,0.0,0.0,0.0,0.0,99.83,66.09,23.71,42.38,0,0
206,10/4/2025,3023936596,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,1,84.99,81.98,99.33,69.21,342.0,80.78,20.4,60.38,747,5
207,12/24/2025,3021458868,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base MIC Black Upper,2,72.41,101.02,99.29,72.63,199.59,135.69,59.65,76.04,283,2
208,10/31/2025,3026265911,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,3,69.42,108.94,99.46,75.22,258.03,154.64,40.99,113.65,554,3
209,11/24/2025,3029265544,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,81.81,66456.54,97.36,52934.73,457.82,124.03,22.27,101.76,1476,39
210,10/15/2025,3027605473,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Air Deflector,1,87.39,78.4,98.28,67.33,382.49,96.56,41.35,55.21,523,9
211,11/29/2025,3027246319,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,92.36,84824.39,99.73,78133.52,261.09,29.46,7.87,21.59,369,1
212,12/18/2025,3029673937,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Underbody Panel,2,0.0,0.0,0.0,0.0,407.75,69.73,33.73,36.0,0,0
213,9/16/2025,3026890320,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,CX430 Skid Plate,3,81.67,104.53,98.03,83.69,347.01,88.37,10.47,77.9,610,12
214,11/13/2025,3027790959,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,88.14,102.15,98.82,88.98,279.65,76.8,39.18,37.62,680,8
215,10/3/2025,3022343263,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Rear Bumper Cover,2,96.48,96.65,98.9,92.22,209.87,60.38,52.72,7.66,182,2
216,9/17/2025,3029837269,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Upper,1,78.3,94.19,0.0,0.0,372.43,122.75,19.51,103.24,0,0
217,11/21/2025,3029955411,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding RH,2,0.0,0.0,0.0,0.0,336.5,123.07,26.51,96.56,0,0
218,10/8/2025,3024879150,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Sensor Bracket,2,68.91,86.5,98.12,58.49,234.69,132.09,26.23,105.86,640,12
219,11/8/2025,3025510085,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,1,87.02,99.0,-666.67,-574.33,232.9,72.96,38.21,34.75,3,23
220,11/3/2025,3024643811,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch RR,2,87.21,101.7,100.0,88.69,407.86,82.09,22.28,59.81,361,0
221,12/8/2025,3025176895,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,X590 Diffuser,2,67.83,103.0,-80.0,-55.9,251.68,131.29,11.95,119.34,50,90
222,9/7/2025,3024653880,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,CX430 Lower Grille,3,99.41,97.88,99.3,96.62,305.91,49.47,47.66,1.81,571,4
223,12/7/2025,3022007511,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding RH,3,77.73,94.59,98.38,72.33,224.64,70.8,6.44,64.36,371,6
224,11/11/2025,3025944490,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,D544 Upper Trim,2,91.3,102.9,97.51,91.61,235.03,,20.86,22.4,362,9
225,9/3/2025,3027108168,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,CX430 Lower Grille,2,83.12,91.17,98.61,74.73,389.09,111.33,32.34,78.99,861,12
226,11/2/2025,3024214793,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,3,88.7,99.21,-20.0,-17.6,366.11,76.02,29.39,46.63,10,12
227,10/24/2025,3027191944,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,K131 Side Skirt RH,3,0.0,0.0,0.0,0.0,257.09,9.1,4.22,4.88,0,0
228,11/21/2025,3027005628,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Upper Trim,3,96.05,96.7,98.17,91.18,303.85,60.04,47.55,12.49,657,12
229,10/12/2025,3025038654,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,1,0.0,0.0,0.0,0.0,99.83,110.7,44.67,66.03,0,0
230,12/15/2025,3025629792,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,83.44,91916.61,99.29,76145.95,345.49,74.25,5.66,68.59,422,3
231,11/29/2025,3022599943,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,66.3,325795.39,99.04,213937.67,190.84,119.89,22.89,97.0,627,6
232,10/11/2025,3023509536,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Tow Hook Cover,3,97.58,91.36,98.36,87.68,244.03,49.95,43.89,6.06,488,8
233,11/4/2025,3028289551,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,X590 Diffuser,1,93.07,97.43,97.02,87.98,319.47,47.49,23.72,23.77,739,22
234,10/15/2025,3021406123,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Rear Bumper Cover,2,75.12,82.96,-41.67,-25.96,358.7,145.35,26.53,118.82,48,68
235,11/28/2025,3022866934,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Air Deflector,2,88.15,84.93,99.27,74.32,186.6,57.36,32.28,25.08,412,3
236,12/11/2025,3025551347,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Air Deflector,3,0.0,0.0,0.0,0.0,183.68,47.61,39.62,7.99,0,0
237,10/29/2025,3021360516,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,CX430 Lower Grille,3,82.03,78.62,99.01,63.86,268.43,103.45,44.66,58.79,710,7
238,10/6/2025,3024784649,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,2,97.23,110.66,-238.71,-256.85,370.51,33.47,22.93,10.54,31,105
239,12/20/2025,3023317095,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,3,80.15,108.91,98.11,85.63,440.61,134.95,25.8,109.15,1268,24
240,10/23/2025,3027899659,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Air Deflector,3,80.77,87.31,-100.0,-70.52,450.79,163.3,56.0,107.3,79,158
241,11/17/2025,3028864546,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Rear Bumper Cover,2,95.13,79.1,0.0,0.0,322.52,28.1,11.6,16.5,0,0
242,10/12/2025,3028676330,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch RR,2,84.74,102.49,97.22,84.43,405.1,122.41,49.46,72.95,755,21
243,11/8/2025,3027637254,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Sensor Bracket,2,81.33,87.9,99.19,70.91,329.68,78.64,2.96,75.68,618,5
244,9/15/2025,3024016063,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,D544 Upper Trim,3,81.54,84.08,-20.34,-13.94,219.24,76.68,27.05,49.63,59,71
245,11/7/2025,3027443916,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Cowl Grille,1,0.0,0.0,0.0,0.0,289.82,91.77,46.1,45.67,0,0
246,9/26/2025,3021059272,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Diffuser,2,75.45,105.45,-71.76,-57.1,183.54,89.64,29.92,59.72,85,146
247,9/24/2025,3023487325,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P702 Hood Seal,2,0.0,0.0,0.0,0.0,190.65,142.48,40.02,102.46,0,0
248,12/29/2025,3021601296,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Diffuser,2,71.76,103.79,99.88,74.38,273.62,156.92,49.22,107.7,841,1
249,11/7/2025,3022470854,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,X590 Underbody Panel,3,78.98,92.52,99.27,72.54,355.39,136.99,42.41,94.58,1097,8
250,10/8/2025,3024247321,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base MIC Black Upper,1,0.0,0.0,0.0,0.0,314.82,139.86,44.25,95.61,0,0
251,9/15/2025,3026591559,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,3,74.97,84.6,97.24,61.67,344.99,165.13,49.92,115.21,1052,29
252,12/28/2025,3021939897,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,91.16,339455.81,97.68,302253.01,390.24,70.01,32.15,37.86,1034,24
253,12/6/2025,3026172103,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,1,96.13,90.63,99.11,86.35,258.73,63.04,52.62,10.42,786,7
254,10/14/2025,3029111313,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,,67.93,250646.05,99.66,169667.99,221.56,153.95,49.33,104.62,582,2
255,11/24/2025,3026242557,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,MCA-2-S-FR-Lower Bumper Unpainted,2,93.55,87.74,97.8,80.28,365.27,37.21,12.03,25.18,817,18
256,11/30/2025,3025752443,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,73.17,21668.56,98.7,15647.4,200.66,93.91,20.32,73.59,230,3
257,12/1/2025,3029950391,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Diffuser,2,96.87,101.75,99.18,97.76,344.66,59.29,48.14,11.15,366,3
258,10/13/2025,3026448586,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Splash Shield,1,93.62,106.76,99.03,98.98,198.96,42.27,28.72,13.55,310,3
259,10/1/2025,3025088457,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U725 Rear Bumper Cover,2,87.69,98.09,98.7,84.9,291.31,89.72,48.83,40.89,849,11
260,12/15/2025,3028469488,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner RR,2,93.88,104.23,98.63,96.5,200.19,,48.84,13.05,364,5
261,10/20/2025,3028502096,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Skid Plate,3,92.35,101.11,97.19,90.75,434.45,83.63,47.66,35.97,1424,40
262,9/7/2025,3021014148,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,86.21,154010.95,98.22,130416.97,211.81,35.74,1.87,33.87,506,9
263,9/17/2025,3023252801,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,68.07,92.85,99.84,63.11,184.56,115.76,29.2,86.56,641,1
264,10/16/2025,3024787304,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,3,75.29,102.21,97.48,75.02,182.15,103.63,43.85,59.78,278,7
265,12/19/2025,3025687895,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,1,81.92,99.44,98.02,79.85,331.77,87.92,14.71,73.21,859,17
266,10/13/2025,3028063478,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt LH,2,0.0,0.0,0.0,0.0,263.87,59.61,55.37,4.24,0,0
267,10/6/2025,3025228713,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,2,89.39,98.53,97.87,86.2,259.81,75.32,44.49,30.83,846,18
